family,config,baseline,metric,n_pairs,mean_baseline,mean_condition,mean_diff,ci_lo,ci_hi,cohens_dz,hedges_g,cliffs_delta,p_ttest,p_wilcoxon,wilcoxon_min_possible_p,p_holm
abpr,abpr_e3_O8_A8,abpr_e1_norm_baseline,CI_accuracy_z,8,0.1412664442521042,-0.264629319719761,-0.4058957639718652,-0.7899171923728536,-0.06086294790450685,-0.7082204711488052,-1.1850661125484725,-0.59375,0.08522248703688837,0.109375,0.0078125,0.5965574092582185
abpr,abpr_e1_agreeableness_low,abpr_e1_norm_baseline,CI_accuracy_z,8,0.1412664442521042,0.22629536504503728,0.08502892079293307,-0.07367596060259439,0.21700108361336426,0.3752215494500348,0.23077150912702896,0.125,0.3237977102740888,0.3125,0.0078125,1.0
abpr,abpr_e1_neuroticism_high,abpr_e1_norm_baseline,CI_accuracy_z,8,0.1412664442521042,0.09506306858010369,-0.046203375672000474,-0.3970980945499013,0.30310547446145664,-0.08478168433805737,-0.11036499698512262,0.0625,0.8173567617380996,0.9453125,0.0078125,1.0
abpr,abpr_e1_openness_high,abpr_e1_norm_baseline,CI_accuracy_z,8,0.1412664442521042,-0.006868483753518416,-0.1481349280056226,-0.3592512428489805,0.023645577891460372,-0.48530194282819866,-0.3473741996095362,-0.1875,0.21222388816978807,0.1953125,0.0078125,1.0
abpr,abpr_e2_diverse,abpr_e1_norm_baseline,CI_accuracy_z,8,0.1412664442521042,0.15857500563837462,0.01730856138627046,-0.31437208147761886,0.3257679323462422,0.034610643085972545,0.04838789399085548,0.03125,0.9247608465586398,0.7421875,0.0078125,1.0
abpr,abpr_e2_mid,abpr_e1_norm_baseline,CI_accuracy_z,8,0.1412664442521042,0.07905464390211492,-0.06221180034998927,-0.5130239228842873,0.3418636558092837,-0.09652295344093786,-0.15041400415731965,-0.03125,0.7927257926369708,0.7421875,0.0078125,1.0
abpr,abpr_e3_O2_A2,abpr_e1_norm_baseline,CI_accuracy_z,8,0.1412664442521042,0.35978986320382644,0.21852341895172225,-0.19494739178324832,0.613609245243718,0.34941011960417157,0.5658837845001118,0.34375,0.35593702688110146,0.3125,0.0078125,1.0
abpr,abpr_e1_agreeableness_high,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.13637113868722228,-0.014611054462604767,-0.030011886884915157,0.0005209326209783399,-0.6202772302375259,-0.67629859904555,-0.34375,0.1228004316341342,0.1484375,0.0078125,1.0
abpr,abpr_e1_agreeableness_low,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.14793881815405213,-0.003043374995774945,-0.021505001458441385,0.016155152061046927,-0.10409891753995987,-0.13592308192334313,-0.21875,0.7769644743889229,0.9453125,0.0078125,1.0
abpr,abpr_e1_neuroticism_high,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.15132141761924467,0.0003392244694176202,-0.016391138391806635,0.018667290763183863,0.012574222770011925,0.01892490221534429,0.0625,0.9726219441136614,1.0,0.0078125,1.0
abpr,abpr_e1_openness_high,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.14623803623717024,-0.00474415691265683,-0.018904259427637824,0.008904537232008793,-0.22082466522652888,-0.25259590444383156,-0.15625,0.5520482908480395,0.640625,0.0078125,1.0
abpr,abpr_e2_diverse,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.16134027715182148,0.01035808400199442,-0.005728789056072052,0.024735030525106644,0.4343807639919996,0.4600450699240676,0.3125,0.25891536258402037,0.3125,0.0078125,1.0
abpr,abpr_e2_homog,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.15673604087182605,0.005753847721999,-0.009566308423882171,0.02047224378447821,0.24933832669148723,0.2763474146437504,0.0625,0.5034482836132497,0.7421875,0.0078125,1.0
abpr,abpr_e2_mid,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.14058151353681295,-0.010400679613014134,-0.022423847821134168,0.002315424267603805,-0.5431155332178058,-0.7479918490974778,-0.4375,0.168378200722818,0.109375,0.0078125,1.0
abpr,abpr_e3_O2_A2,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.15406111078399015,0.0030789176341630854,-0.010688671538132001,0.016223958959493745,0.1490149775264146,0.17811109661241148,0.0,0.68604689542266,0.640625,0.0078125,1.0
abpr,abpr_e3_O8_A8,abpr_e1_norm_baseline,CI_diversity,8,0.15098219314982705,0.14316992703501655,-0.00781226611481051,-0.028175727144468626,0.015199468974748807,-0.23261727545624403,-0.3249883296014497,-0.40625,0.5316092799782409,0.4609375,0.0078125,1.0
